latitude,longitude,date,tempf
45.7371,-97.5809,12/2/2020,28
44.6068,-102.7159,12/2/2020,23
35.7375,-84.3162,12/2/2020,39
35.1838,-89.8954,12/2/2020,44
28.1042,-96.978,12/2/2020,64
29.809,-103.2525,12/2/2020,37
33.1939,-96.5782,12/2/2020,47
34.9408,-102.6076,12/2/2020,35
28.8693,-99.1088,12/2/2020,56
28.6607,-97.4304,12/2/2020,58
35.8162,-100.2848,12/2/2020,38
36.2787,-100.8159,12/2/2020,36
31.4016,-100.4614,12/2/2020,46
36.7645,-77.8609,12/2/2020,40
36.6563,-81.2253,12/2/2020,33
36.617,-82.1576,12/2/2020,30
39.4056,-78.9566,12/2/2020,30
38.5105,-81.9061,12/2/2020,32
37.6037,-81.5489,12/2/2020,28
42.6556,-90.1303,12/2/2020,33
43.3762,-90.4357,12/2/2020,33
43.746,-87.7305,12/2/2020,36
31.7328,-86.3192,12/2/2020,45
32.6041,-85.353,12/2/2020,48
59.0999,-135.5781,12/2/2020,39
36.3673,-90.4187,12/2/2020,42
33.2151,-93.2269,12/2/2020,43
35.8283,-90.6304,12/2/2020,43
36.1734,-91.4711,12/2/2020,40
34.3587,-119.1331,12/2/2020,65
38.4134,-108.263,12/2/2020,24
30.7036,-87.0143,12/2/2020,46
34.4428,-84.1733,12/2/2020,41
33.2692,-83.0005,12/2/2020,44
34.4566,-84.4903,12/2/2020,38
33.3211,-83.3718,12/2/2020,44
32.0422,-84.2043,12/2/2020,45
31.9136,-82.9311,12/2/2020,45
42.6912,-114.263,12/2/2020,31
42.5931,-116.1427,12/2/2020,32
40.1392,-88.1972,12/2/2020,35
40.4058,-91.168,12/2/2020,35
41.5099,-87.0713,12/2/2020,33
40.751,-86.8643,12/2/2020,34
41.8981,-90.5342,12/2/2020,33
40.7353,-94.2443,12/2/2020,35
41.3294,-91.7251,12/2/2020,33
43.293,-91.8508,12/2/2020,32
36.7508,-86.1925,12/2/2020,36
37.207,-86.6825,12/2/2020,37
36.5526,-89.1877,12/2/2020,40
37.4033,-84.0207,12/2/2020,33
37.5522,-85.2692,12/2/2020,34
36.9956,-86.4236,12/2/2020,37
31.5978,-92.5617,12/2/2020,48
30.2884,-91.3632,12/2/2020,53
29.7869,-92.2901,12/2/2020,55
39.3002,-76.6105,12/2/2020,40
45.5901,-84.9868,12/2/2020,35
43.9898,-84.3898,12/2/2020,36
43.6452,-84.8394,12/2/2020,36
43.9952,-85.8114,12/2/2020,35
46.0208,-86.1994,12/2/2020,35
47.7743,-96.4,12/2/2020,28
43.6696,-96.2632,12/2/2020,30
46.3623,-96.4767,12/2/2020,31
33.7993,-90.8845,12/2/2020,45
30.8554,-88.6423,12/2/2020,46
30.7738,-89.5868,12/2/2020,47
33.2731,-90.9444,12/2/2020,46
42.3494,-99.9232,12/2/2020,28
40.5304,-101.6942,12/2/2020,31
41.3939,-99.7269,12/2/2020,30
41.1944,-101.6445,12/2/2020,29
41.0503,-100.7445,12/2/2020,30
41.1411,-115.3514,12/2/2020,32
39.9778,-116.2722,12/2/2020,32
40.2871,-74.1524,12/2/2020,40
41.0338,-74.3003,12/2/2020,37
32.4579,-104.3065,12/2/2020,42
43.9954,-76.0535,12/2/2020,35
42.8175,-74.0436,12/2/2020,36
35.921,-81.1775,12/2/2020,41
47.4462,-97.1648,12/2/2020,29
40.8433,-82.2701,12/2/2020,29
38.6039,-82.5172,12/2/2020,33
41.1686,-81.1969,12/2/2020,29
41.3436,-77.0553,12/2/2020,35
41.7053,-71.2851,12/2/2020,42
34.2897,-81.6001,12/2/2020,42
43.1791,-99.2022,12/2/2020,28
44.5467,-99.0046,12/2/2020,28
44.021,-98.0921,12/2/2020,31
35.763,-89.6277,12/2/2020,42
35.5232,-87.497,12/2/2020,41
35.6157,-87.0778,12/2/2020,41
36.1387,-84.6393,12/2/2020,38
31.8413,-95.6617,12/2/2020,51
30.2656,-98.4,12/2/2020,50
28.4454,-96.5833,12/2/2020,63
33.0837,-94.3576,12/2/2020,47
31.4509,-105.3775,12/2/2020,37
28.3511,-99.0968,12/2/2020,56
31.5495,-97.2015,12/2/2020,49
29.885,-101.1466,12/2/2020,53
30.2151,-96.4103,12/2/2020,56
37.0141,-78.6614,12/2/2020,39
37.9395,-76.9419,12/2/2020,40
37.3119,-80.7172,12/2/2020,32
46.0248,-121.9532,12/2/2020,33
44.0784,-88.2121,12/2/2020,33
43.9082,-91.1118,12/2/2020,31
44.1051,-87.3138,12/2/2020,33
31.7517,-86.682,12/2/2020,45
33.7717,-85.8225,12/2/2020,42
31.6855,-87.8186,12/2/2020,46
59.5751,-135.3354,12/2/2020,32
34.5457,-93.6641,12/2/2020,37
35.9101,-93.2151,12/2/2020,39
34.9464,-92.9269,12/2/2020,41
36.6107,-121.0853,12/2/2020,58
37.2208,-121.6906,12/2/2020,56
38.0094,-108.4273,12/2/2020,13
26.9548,-81.1908,12/2/2020,57
30.7878,-85.2104,12/2/2020,45
25.6105,-80.499,12/2/2020,65
27.1844,-82.3658,12/2/2020,55
31.1973,-81.983,12/2/2020,45
30.7799,-82.1396,12/2/2020,46
34.4742,-85.3453,12/2/2020,40
30.9177,-82.7026,12/2/2020,46
31.5351,-84.2144,12/2/2020,45
34.8338,-83.9896,12/2/2020,35
33.779,-82.7479,12/2/2020,43
44.4482,-116.7978,12/2/2020,30
39.0011,-89.0179,12/2/2020,38
41.3433,-88.8859,12/2/2020,35
40.1291,-89.3653,12/2/2020,35
39.394,-87.1158,12/2/2020,35
38.3179,-85.9115,12/2/2020,37
40.5158,-85.6549,12/2/2020,31
41.325,-86.269,12/2/2020,33
41.3285,-94.4782,12/2/2020,32
40.7481,-92.4103,12/2/2020,35
43.378,-94.6694,12/2/2020,31
42.7365,-93.2714,12/2/2020,32
41.3402,-95.5449,12/2/2020,34
42.733,-93.7347,12/2/2020,32
38.4812,-98.7678,12/2/2020,35
37.5475,-101.2994,12/2/2020,35
37.553,-98.1445,12/2/2020,34
39.1895,-95.039,12/2/2020,40
37.2439,-100.3601,12/2/2020,36
39.7839,-99.8992,12/2/2020,34
38.9168,-98.7656,12/2/2020,35
38.0745,-82.7383,12/2/2020,34
37.8104,-83.827,12/2/2020,32
36.7409,-86.5815,12/2/2020,37
36.758,-84.1446,12/2/2020,34
30.2029,-90.91,12/2/2020,53
32.5772,-93.8824,12/2/2020,48
32.3045,-92.5567,12/2/2020,46
42.5838,-72.5917,12/2/2020,34
43.6484,-84.3792,12/2/2020,37
45.0241,-84.1301,12/2/2020,33
43.667,-91.5016,12/2/2020,31
46.0666,-94.9006,12/2/2020,29
32.755,-90.9886,12/2/2020,46
33.1063,-88.5658,12/2/2020,44
36.9465,-92.5159,12/2/2020,39
39.3084,-93.9957,12/2/2020,40
36.6489,-90.8671,12/2/2020,40
36.7479,-93.4678,12/2/2020,38
47.2812,-106.9822,12/2/2020,27
47.1419,-108.2266,12/2/2020,30
46.497,-109.8571,12/2/2020,28
40.8552,-99.075,12/2/2020,32
40.9099,-96.1406,12/2/2020,34
40.3874,-95.851,12/2/2020,35
39.4384,-119.5246,12/2/2020,34
40.9591,-74.0745,12/2/2020,39
39.721,-75.1437,12/2/2020,39
34.9321,-108.0003,12/2/2020,28
33.7409,-105.4491,12/2/2020,26
42.4198,-76.9386,12/2/2020,32
42.7014,-78.2286,12/2/2020,30
34.0387,-78.2277,12/2/2020,43
46.9426,-98.0702,12/2/2020,27
40.6604,-83.6641,12/2/2020,30
39.4903,-82.4834,12/2/2020,29
38.815,-82.999,12/2/2020,31
35.0529,-96.2512,12/2/2020,41
34.1051,-97.8388,12/2/2020,39
35.9142,-97.4508,12/2/2020,34
36.3038,-95.2356,12/2/2020,40
35.1584,-96.6029,12/2/2020,40
39.9141,-79.6446,12/2/2020,28
33.8926,-81.2729,12/2/2020,45
34.7488,-83.0615,12/2/2020,44
35.9927,-83.9377,12/2/2020,39
28.4236,-99.7659,12/2/2020,55
36.2728,-101.3569,12/2/2020,36
32.4301,-97.8317,12/2/2020,46
32.5989,-96.2884,12/2/2020,49
31.6206,-94.6203,12/2/2020,51
34.5322,-102.7849,12/2/2020,35
37.3707,-78.8109,12/2/2020,38
38.0303,-77.3523,12/2/2020,39
36.7022,-83.1303,12/2/2020,32
36.7202,-77.1039,12/2/2020,40
39.3121,-78.612,12/2/2020,32
37.4034,-81.1065,12/2/2020,28
43.3912,-88.2329,12/2/2020,32
31.4307,-85.6095,12/2/2020,46
34.8282,-91.5572,12/2/2020,44
35.583,-92.516,12/2/2020,40
38.322,-103.7876,12/2/2020,31
37.338,-108.5958,12/2/2020,29
33.2904,-83.9582,12/2/2020,44
33.6993,-84.7659,12/2/2020,42
33.544,-83.8552,12/2/2020,45
32.2388,-83.4819,12/2/2020,44
40.1815,-88.9019,12/2/2020,35
38.0852,-88.539,12/2/2020,39
37.5179,-88.2661,12/2/2020,40
38.7116,-88.0857,12/2/2020,37
39.306,-85.4998,12/2/2020,32
40.2272,-85.3989,12/2/2020,30
38.8398,-86.4878,12/2/2020,36
41.4008,-85.4179,12/2/2020,36
40.7379,-94.6971,12/2/2020,35
43.3735,-93.2485,12/2/2020,31
38.8966,-95.2905,12/2/2020,40
39.3494,-99.881,12/2/2020,34
37.1882,-98.0666,12/2/2020,34
38.5668,-94.833,12/2/2020,40
37.9696,-85.703,12/2/2020,37
36.8577,-88.9758,12/2/2020,40
38.3096,-83.0488,12/2/2020,33
36.8934,-87.4936,12/2/2020,38
37.2279,-86.2178,12/2/2020,36
37.7542,-85.1754,12/2/2020,34
37.7438,-83.4951,12/2/2020,32
29.4023,-89.2985,12/2/2020,61
32.0015,-91.3426,12/2/2020,47
43.9966,-86.7508,12/2/2020,38
46.4911,-94.0712,12/2/2020,29
45.9307,-96.0107,12/2/2020,31
48.7611,-95.8215,12/2/2020,25
45.5552,-94.6105,12/2/2020,30
32.7501,-88.6256,12/2/2020,44
33.4223,-88.8762,12/2/2020,44
34.7636,-88.9188,12/2/2020,42
38.2572,-94.3392,12/2/2020,40
38.2574,-90.5431,12/2/2020,40
37.6168,-93.4008,12/2/2020,40
45.8131,-109.9413,12/2/2020,27
41.113,-102.3326,12/2/2020,29
41.5641,-98.9835,12/2/2020,30
43.0085,-76.5746,12/2/2020,33
35.705,-79.2515,12/2/2020,41
35.6063,-75.7675,12/2/2020,44
35.8641,-82.7127,12/2/2020,29
34.84,-79.4773,12/2/2020,41
36.4154,-80.6865,12/2/2020,39
35.3627,-78.0048,12/2/2020,41
36.2093,-81.1654,12/2/2020,40
46.1093,-101.0475,12/2/2020,25
46.4458,-103.4625,12/2/2020,23
41.3217,-84.4864,12/2/2020,36
39.5538,-83.4593,12/2/2020,29
39.9694,-83.0083,12/2/2020,32
41.0005,-83.666,12/2/2020,31
39.726,-81.0907,12/2/2020,29
39.4257,-84.1699,12/2/2020,30
33.964,-96.2641,12/2/2020,46
34.9353,-99.553,12/2/2020,42
34.8996,-94.7035,12/2/2020,42
36.7896,-95.6133,12/2/2020,39
35.4668,-96.3278,12/2/2020,40
36.7044,-95.9062,12/2/2020,37
44.6438,-121.183,12/2/2020,31
45.2481,-123.3161,12/2/2020,39
41.5133,-79.2497,12/2/2020,30
41.3,-80.2528,12/2/2020,30
32.9798,-81.3634,12/2/2020,43
34.0285,-79.7102,12/2/2020,43
45.4117,-99.2054,12/2/2020,28
44.3923,-99.9858,12/2/2020,27
44.0634,-98.6232,12/2/2020,30
44.0173,-97.6098,12/2/2020,31
35.1539,-84.8594,12/2/2020,39
36.4016,-84.1592,12/2/2020,38
36.2552,-87.1008,12/2/2020,40
35.9822,-85.8336,12/2/2020,37
35.895,-86.897,12/2/2020,43
31.7641,-98.9985,12/2/2020,46
30.7896,-98.2012,12/2/2020,49
26.1029,-97.479,12/2/2020,68
31.7664,-106.2414,12/2/2020,43
29.5832,-97.949,12/2/2020,55
32.548,-94.3744,12/2/2020,47
26.3964,-98.181,12/2/2020,65
33.6142,-100.2505,12/2/2020,44
32.8706,-95.7954,12/2/2020,47
31.7901,-94.1426,12/2/2020,50
31.0875,-95.1533,12/2/2020,54
39.6701,-110.5904,12/2/2020,24
44.275,-72.6095,12/2/2020,33
39.1159,-77.992,12/2/2020,36
37.1371,-82.3492,12/2/2020,32
36.6794,-76.3018,12/2/2020,42
48.5089,-123.1006,12/2/2020,42
46.4566,-120.7401,12/2/2020,33
38.4598,-81.0819,12/2/2020,26
39.2792,-80.3865,12/2/2020,28
38.3325,-80.0121,12/2/2020,22
38.493,-80.4303,12/2/2020,29
45.0678,-87.0879,12/2/2020,36
45.8649,-91.1471,12/2/2020,29
44.3031,-91.3589,12/2/2020,31
32.2037,-86.2038,12/2/2020,47
33.7916,-87.3011,12/2/2020,43
55.4499,-131.1067,12/2/2020,42
33.2389,-109.2423,12/2/2020,42
34.1582,-93.6587,12/2/2020,39
37.21,-119.7499,12/2/2020,54
34.8572,-116.1812,12/2/2020,51
40.0948,-105.3984,12/2/2020,21
39.9534,-105.0521,12/2/2020,26
39.6306,-106.6929,12/2/2020,16
29.2844,-82.7835,12/2/2020,47
31.0382,-83.0632,12/2/2020,45
34.5681,-83.9988,12/2/2020,41
32.3595,-84.5296,12/2/2020,44
33.8341,-83.4377,12/2/2020,45
33.5593,-82.8752,12/2/2020,43
22.012,-159.706,12/2/2020,73
47.2185,-116.6335,12/2/2020,30
44.7715,-115.6379,12/2/2020,25
41.8946,-88.769,12/2/2020,34
40.4657,-90.2068,12/2/2020,34
40.9309,-90.2138,12/2/2020,33
39.7168,-90.2023,12/2/2020,38
42.0419,-89.3202,12/2/2020,34
40.8504,-90.6202,12/2/2020,33
39.1926,-86.2394,12/2/2020,34
39.7687,-86.5103,12/2/2020,33
42.7427,-95.6333,12/2/2020,32
43.0829,-96.1779,12/2/2020,32
39.345,-97.1689,12/2/2020,36
37.0511,-89.0092,12/2/2020,41
38.1164,-83.0975,12/2/2020,32
37.7925,-87.5726,12/2/2020,39
38.5941,-83.8281,12/2/2020,31
32.1012,-92.1142,12/2/2020,47
30.4404,-90.7275,12/2/2020,51
31.735,-93.0861,12/2/2020,48
30.1214,-91.6115,12/2/2020,54
45.5075,-69.976,12/2/2020,35
43.0886,-83.2243,12/2/2020,32
47.3258,-95.8107,12/2/2020,26
44.6519,-93.5346,12/2/2020,32
34.289,-88.6809,12/2/2020,42
34.2526,-90.2905,12/2/2020,44
34.6522,-90.3718,12/2/2020,44
40.4318,-95.4376,12/2/2020,36
38.4412,-91.5058,12/2/2020,39
40.4477,-92.1428,12/2/2020,35
48.7944,-105.5417,12/2/2020,21
47.223,-109.2233,12/2/2020,27
40.5206,-98.5,12/2/2020,33
41.5747,-97.0895,12/2/2020,33
40.8674,-99.8152,12/2/2020,31
41.5422,-100.4437,12/2/2020,30
43.2932,-71.0359,12/2/2020,37
39.0861,-74.8477,12/2/2020,42
40.8586,-74.5474,12/2/2020,36
31.8997,-108.7457,12/2/2020,44
42.2479,-78.0262,12/2/2020,30
43.4616,-74.8947,12/2/2020,30
36.0366,-78.8779,12/2/2020,41
35.5688,-83.4656,12/2/2020,33
39.0714,-83.0529,12/2/2020,31
36.7297,-98.3234,12/2/2020,35
34.2907,-98.3734,12/2/2020,40
35.9784,-99.0141,12/2/2020,37
36.6247,-96.4084,12/2/2020,38
35.7086,-99.7416,12/2/2020,39
43.9283,-122.8977,12/2/2020,42
45.5535,-123.0976,12/2/2020,40
41.3259,-75.0315,12/2/2020,36
39.9813,-79.0285,12/2/2020,24
34.5195,-82.6381,12/2/2020,41
44.4155,-100.7492,12/2/2020,27
35.5137,-86.4583,12/2/2020,39
36.0693,-88.0712,12/2/2020,41
35.3873,-85.7222,12/2/2020,37
35.4684,-86.7659,12/2/2020,40
36.5594,-85.0757,12/2/2020,34
36.47,-86.4585,12/2/2020,38
28.4161,-97.7426,12/2/2020,60
31.9008,-97.6376,12/2/2020,47
31.3189,-99.8636,12/2/2020,46
32.7439,-102.6316,12/2/2020,41
30.4795,-99.7464,12/2/2020,48
31.3005,-95.9956,12/2/2020,53
30.1622,-94.8227,12/2/2020,59
28.7833,-95.9978,12/2/2020,64
30.5742,-95.1629,12/2/2020,55
32.7359,-94.9416,12/2/2020,48
33.2191,-97.654,12/2/2020,43
41.091,-111.5779,12/2/2020,24
38.3567,-79.568,12/2/2020,22
38.1092,-76.8042,12/2/2020,40
37.7823,-79.4443,12/2/2020,37
37.2778,-79.9585,12/2/2020,37
46.5801,-122.3774,12/2/2020,39
39.4579,-78.0323,12/2/2020,35
39.466,-80.8795,12/2/2020,31
45.6669,-88.7732,12/2/2020,30
42.8701,-90.6954,12/2/2020,32
45.029,-92.4473,12/2/2020,30
41.6655,-105.7219,12/2/2020,15
61.3498,-145.0231,12/2/2020,30
35.3909,-110.3209,12/2/2020,38
32.7739,-113.9109,12/2/2020,59
34.3152,-92.9441,12/2/2020,40
34.0832,-93.991,12/2/2020,41
33.6995,-94.2298,12/2/2020,43
41.7499,-123.981,12/2/2020,51
40.6477,-123.1144,12/2/2020,50
37.2134,-106.1764,12/2/2020,19
38.9937,-103.5076,12/2/2020,23
26.1935,-80.4767,12/2/2020,65
31.5492,-82.8449,12/2/2020,45
32.1607,-83.1568,12/2/2020,44
32.7448,-81.6176,12/2/2020,43
31.7772,-84.4394,12/2/2020,45
32.1093,-82.7387,12/2/2020,45
44.8846,-116.4319,12/2/2020,27
44.9288,-113.8878,12/2/2020,20
40.8151,-90.9385,12/2/2020,34
39.8602,-88.9615,12/2/2020,36
39.637,-90.4778,12/2/2020,38
38.0874,-88.1786,12/2/2020,39
42.3374,-89.1612,12/2/2020,34
40.0499,-86.0206,12/2/2020,33
40.435,-85.0034,12/2/2020,31
39.5241,-85.7922,12/2/2020,34
40.3102,-86.0562,12/2/2020,31
41.0217,-94.6969,12/2/2020,34
42.0395,-94.8676,12/2/2020,32
43.0798,-95.1497,12/2/2020,32
42.4033,-92.7903,12/2/2020,32
41.6687,-91.5888,12/2/2020,33
41.4838,-91.1187,12/2/2020,33
40.74,-93.3326,12/2/2020,34
37.1852,-101.8095,12/2/2020,34
38.5236,-99.3092,12/2/2020,35
37.6302,-84.5459,12/2/2020,34
38.5321,-83.3733,12/2/2020,31
32.3658,-91.2407,12/2/2020,47
39.5374,-76.2998,12/2/2020,38
39.1374,-77.2031,12/2/2020,37
46.3218,-84.5206,12/2/2020,33
43.0325,-85.5474,12/2/2020,37
43.4492,-82.6428,12/2/2020,34
44.2465,-94.7336,12/2/2020,32
43.9823,-91.7767,12/2/2020,31
31.9728,-90.9154,12/2/2020,46
30.4585,-88.62,12/2/2020,48
33.6055,-90.5951,12/2/2020,46
39.7786,-93.5482,12/2/2020,38
39.8075,-91.6354,12/2/2020,37
37.8902,-90.1812,12/2/2020,39
37.1138,-90.4609,12/2/2020,40
42.4853,-96.8559,12/2/2020,32
41.5769,-97.5135,12/2/2020,33
41.1879,-97.5707,12/2/2020,33
39.5257,-118.2704,12/2/2020,39
40.7033,-119.7103,12/2/2020,31
44.6524,-71.2894,12/2/2020,31
43.9265,-71.8423,12/2/2020,30
43.3612,-72.2221,12/2/2020,33
32.1845,-107.7466,12/2/2020,42
41.9472,-74.2654,12/2/2020,35
35.8411,-77.1129,12/2/2020,40
34.5126,-77.888,12/2/2020,41
34.6392,-79.1009,12/2/2020,42
39.414,-83.8145,12/2/2020,28
41.4993,-81.1735,12/2/2020,33
40.0936,-82.4813,12/2/2020,29
41.4388,-82.1797,12/2/2020,36
40.0533,-84.2284,12/2/2020,30
41.1219,-81.5349,12/2/2020,29
34.2518,-97.2879,12/2/2020,39
36.1201,-95.9417,12/2/2020,40
44.6411,-123.9112,12/2/2020,43
40.4941,-78.7153,12/2/2020,27
40.042,-76.2502,12/2/2020,36
33.6647,-80.2179,12/2/2020,43
33.9093,-78.9767,12/2/2020,43
35.9679,-88.4517,12/2/2020,41
29.803,-98.2552,12/2/2020,52
31.2519,-96.9341,12/2/2020,52
31.3538,-102.042,12/2/2020,45
32.5589,-95.8364,12/2/2020,48
33.9911,-98.7169,12/2/2020,41
37.361,-77.0542,12/2/2020,40
37.0634,-80.7134,12/2/2020,31
47.1428,-123.827,12/2/2020,41
48.1584,-122.6705,12/2/2020,44
37.7212,-82.159,12/2/2020,31
38.2914,-80.7975,12/2/2020,26
44.9966,-88.2065,12/2/2020,33
43.0193,-88.3067,12/2/2020,33
43.8462,-104.57,12/2/2020,19
34.8102,-86.9814,12/2/2020,41
32.639,-87.2938,12/2/2020,45
33.2965,-85.4641,12/2/2020,44
32.5975,-88.2001,12/2/2020,44
36.3378,-94.2562,12/2/2020,38
35.2657,-92.6892,12/2/2020,41
38.1878,-120.5551,12/2/2020,53
29.9469,-82.1668,12/2/2020,47
28.7641,-81.7123,12/2/2020,50
27.9531,-81.6928,12/2/2020,52
34.3176,-83.8185,12/2/2020,44
31.483,-81.3702,12/2/2020,45
31.5518,-83.85,12/2/2020,45
39.3849,-88.7989,12/2/2020,36
41.0177,-87.1188,12/2/2020,34
39.1608,-86.5233,12/2/2020,36
40.3527,-87.3758,12/2/2020,34
42.3862,-94.6437,12/2/2020,32
42.8645,-91.8394,12/2/2020,32
42.1251,-91.1169,12/2/2020,32
38.8839,-94.8223,12/2/2020,41
38.9133,-101.1574,12/2/2020,33
39.138,-97.6548,12/2/2020,36
38.1522,-83.7376,12/2/2020,31
37.322,-84.9282,12/2/2020,34
37.3139,-85.882,12/2/2020,36
37.699,-83.0697,12/2/2020,33
38.0381,-83.9123,12/2/2020,31
37.8032,-85.466,12/2/2020,35
38.027,-85.3215,12/2/2020,37
32.6962,-93.618,12/2/2020,47
30.2296,-93.358,12/2/2020,54
30.2065,-92.0642,12/2/2020,54
31.6808,-92.1618,12/2/2020,47
42.5828,-85.3146,12/2/2020,36
43.6473,-86.8076,12/2/2020,37
45.7012,-94.0014,12/2/2020,31
46.0205,-94.2666,12/2/2020,30
44.5757,-94.2301,12/2/2020,31
31.1693,-88.9888,12/2/2020,46
38.8454,-92.8123,12/2/2020,40
39.8947,-94.4072,12/2/2020,38
46.0991,-113.1391,12/2/2020,24
42.1832,-98.058,12/2/2020,31
42.6344,-97.8913,12/2/2020,33
40.1379,-96.2452,12/2/2020,35
39.4694,-74.6338,12/2/2020,40
34.3514,-104.4015,12/2/2020,33
35.7462,-81.7062,12/2/2020,41
35.0172,-79.242,12/2/2020,41
36.2653,-76.2604,12/2/2020,40
35.002,-79.7478,12/2/2020,41
35.8704,-76.1653,12/2/2020,41
36.3655,-78.4054,12/2/2020,39
47.3033,-101.8208,12/2/2020,25
48.7669,-97.5454,12/2/2020,27
41.3351,-84.0659,12/2/2020,34
40.3992,-80.7614,12/2/2020,30
40.3876,-83.7663,12/2/2020,28
41.3089,-80.7677,12/2/2020,32
45.4255,-119.6023,12/2/2020,32
40.9927,-80.3344,12/2/2020,29
40.3111,-79.4667,12/2/2020,29
34.637,-80.1592,12/2/2020,42
45.6234,-96.9476,12/2/2020,30
43.3087,-97.1502,12/2/2020,32
36.5458,-85.5457,12/2/2020,37
36.0542,-89.3983,12/2/2020,42
36.3542,-85.6742,12/2/2020,37
35.5034,-84.8239,12/2/2020,38
35.4477,-84.2498,12/2/2020,39
31.3912,-97.798,12/2/2020,48
30.3211,-96.9764,12/2/2020,55
27.7394,-97.5216,12/2/2020,62
29.823,-99.8053,12/2/2020,47
31.3084,-103.7127,12/2/2020,45
38.2612,-110.9903,12/2/2020,28
37.1306,-81.1259,12/2/2020,28
36.9458,-78.2423,12/2/2020,39
37.048,-76.2971,12/2/2020,43
37.1284,-76.3035,12/2/2020,43
37.2853,-80.0552,12/2/2020,36
39.469,-79.6689,12/2/2020,26
38.7811,-79.8678,12/2/2020,26
38.1455,-82.4197,12/2/2020,34
45.4372,-91.8529,12/2/2020,30
46.4633,-91.8926,12/2/2020,30
44.3249,-90.8065,12/2/2020,31
44.4924,-109.5936,12/2/2020,25
44.7814,-106.8812,12/2/2020,24
34.0695,-85.6542,12/2/2020,41
34.1319,-86.8693,12/2/2020,43
36.3043,-93.0792,12/2/2020,39
33.2671,-91.2972,12/2/2020,45
35.5086,-93.8877,12/2/2020,37
33.2407,-93.6116,12/2/2020,43
39.2175,-106.9159,12/2/2020,11
39.9726,-108.2007,12/2/2020,22
38.9041,-77.0171,12/2/2020,41
30.2598,-84.8686,12/2/2020,47
27.3808,-80.4434,12/2/2020,62
32.4354,-83.3317,12/2/2020,44
30.7085,-82.8361,12/2/2020,46
32.5911,-82.2998,12/2/2020,43
34.1342,-83.5651,12/2/2020,45
33.0202,-83.5623,12/2/2020,44
32.3932,-82.9263,12/2/2020,44
34.883,-83.4047,12/2/2020,40
32.2634,-84.3227,12/2/2020,44
30.9339,-84.8676,12/2/2020,45
32.9718,-82.7981,12/2/2020,44
42.6929,-112.229,12/2/2020,25
46.2363,-116.4238,12/2/2020,25
39.9861,-91.195,12/2/2020,37
39.7661,-88.2229,12/2/2020,35
40.4558,-90.6776,12/2/2020,34
40.3059,-86.4776,12/2/2020,32
38.6962,-87.077,12/2/2020,36
38.3733,-86.8734,12/2/2020,36
42.39,-93.2411,12/2/2020,32
41.2182,-91.257,12/2/2020,33
39.3822,-96.3371,12/2/2020,38
39.7847,-98.7854,12/2/2020,35
36.9636,-85.925,12/2/2020,35
38.9746,-84.7314,12/2/2020,36
38.6785,-84.1004,12/2/2020,33
37.0537,-88.7124,12/2/2020,39
32.1383,-91.6721,12/2/2020,47
29.606,-91.8427,12/2/2020,56
29.9138,-90.3593,12/2/2020,57
39.4704,-77.3976,12/2/2020,36
39.2523,-76.9244,12/2/2020,38
41.3809,-70.7015,12/2/2020,45
44.6486,-86.4943,12/2/2020,39
43.9911,-84.8383,12/2/2020,35
45.4199,-96.4022,12/2/2020,32
47.5386,-90.2902,12/2/2020,31
44.0207,-92.8694,12/2/2020,31
47.4908,-93.6131,12/2/2020,27
45.5935,-95.9923,12/2/2020,31
32.2679,-90.4659,12/2/2020,46
34.6496,-89.9431,12/2/2020,43
36.6994,-93.8343,12/2/2020,36
39.0072,-94.3425,12/2/2020,40
39.0586,-90.9578,12/2/2020,37
37.4732,-90.3455,12/2/2020,38
38.2167,-92.4299,12/2/2020,41
39.4416,-92.4927,12/2/2020,38
38.7619,-91.1593,12/2/2020,37
37.2676,-92.48,12/2/2020,39
47.819,-112.2817,12/2/2020,32
41.5709,-101.697,12/2/2020,29
41.9159,-96.7885,12/2/2020,32
41.9187,-101.1168,12/2/2020,30
41.2194,-98.5133,12/2/2020,32
40.638,-96.131,12/2/2020,34
42.4838,-103.7426,12/2/2020,23
41.8486,-100.5069,12/2/2020,30
41.534,-96.2246,12/2/2020,33
35.107,-103.5481,12/2/2020,36
42.287,-74.1495,12/2/2020,33
35.4819,-77.6817,12/2/2020,41
35.1475,-76.6651,12/2/2020,42
34.9906,-78.3714,12/2/2020,41
39.1845,-83.6037,12/2/2020,29
34.3748,-96.0347,12/2/2020,44
34.5829,-96.288,12/2/2020,46
35.9494,-97.9346,12/2/2020,35
34.4858,-97.0716,12/2/2020,39
41.4273,-78.6539,12/2/2020,30
39.9108,-78.1226,12/2/2020,34
40.6514,-79.0875,12/2/2020,29
41.1303,-78.999,12/2/2020,29
40.8515,-76.7099,12/2/2020,35
45.1726,-96.7723,12/2/2020,31
36.4532,-81.8612,12/2/2020,24
36.5378,-86.0012,12/2/2020,37
35.9271,-85.4558,12/2/2020,36
28.8943,-98.5282,12/2/2020,57
34.5252,-101.2059,12/2/2020,38
34.5336,-102.2588,12/2/2020,36
26.8902,-97.5912,12/2/2020,66
36.2802,-100.2727,12/2/2020,38
31.8449,-103.5612,12/2/2020,44
30.7867,-93.7393,12/2/2020,50
30.7846,-94.8373,12/2/2020,54
30.0059,-104.2616,12/2/2020,38
30.5179,-100.5054,12/2/2020,47
